Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date

Open Ended Schemes ( Debt Scheme - Overnight Fund )
152638;Bajaj Finserv Nifty 1D Rate Liquid ETF;;;INF0QA701854;;1100.3365;26-Sep-2026

Edelweiss Mutual Fund
153920;Edelweiss Nifty 1D Rate Liquid ETF - Growth;;;INF754K01VW2;;1049.2826;26-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Overnight Fund )


Choice Mutual Fund
154416;Choice Overnight Fund - Daily IDCW Option - Direct Plan;Direct Plan;Daily IDCW;;INF2KCX01061;100.1000;26-Sep-2026
154414;Choice Overnight Fund - Daily IDCW Option - Regular Plan;Regular Plan;Daily IDCW;;INF2KCX01079;100.1000;26-Sep-2026
154413;Choice Overnight Fund - Growth Option - Direct Plan;Direct Plan;Growth;INF2KCX01087;;101.1596;26-Sep-2026
154415;Choice Overnight Fund - Growth Option - Regular Plan;Regular Plan;Growth;INF2KCX01095;;101.1346;26-Sep-2026
154624;Choice Overnight Fund -Direct -Unclaimed Less than 3 years Redemption Plan;Direct Plan;Unclaimed Less than 3 years Redemption;;;100.6081;26-Sep-2026

Helios Mutual Fund
152151;Helios Overnight Fund - Direct Plan - Daily IDCW Option;Direct Plan;Daily IDCW;INF0R8701087;;1000.1354;26-Sep-2026
152152;Helios Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0R8701079;;1183.5468;26-Sep-2026
152154;Helios Overnight Fund - Regular Plan - Daily IDCW Option;Regular Plan;Daily IDCW;INF0R8701103;;1000.1342;26-Sep-2026
152153;Helios Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0R8701095;;1181.8352;26-Sep-2026

HSBC Mutual Fund
147291;HSBC Overnight Fund - Direct Daily IDCW;Direct Plan;Daily IDCW;;INF336L01OG4;1000.1503;26-Sep-2026
147287;HSBC Overnight Fund - Direct Growth;Direct Plan;Growth;INF336L01OF6;;1444.8285;26-Sep-2026
147300;HSBC Overnight Fund - Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF336L01OK6;INF336L01OI0;1000.141;26-Sep-2026
147296;HSBC Overnight Fund - Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF336L01OJ8;INF336L01OH2;1000.5757;26-Sep-2026
147289;HSBC Overnight Fund - Regular Daily IDCW;Regular Plan;Daily IDCW;;INF336L01OM2;1000.1525;26-Sep-2026
147290;HSBC Overnight Fund - Regular Growth;Regular Plan;Growth;INF336L01OL4;;1432.2127;26-Sep-2026
147301;HSBC Overnight Fund - Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF336L01OQ3;INF336L01OO8;1000.1396;26-Sep-2026
147288;HSBC Overnight Fund - Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF336L01OP5;INF336L01ON0;1000.5829;26-Sep-2026
150501;HSBC Overnight Fund - Unclaimed IDCW Above three years;;;;;1000;26-Sep-2026
150499;HSBC Overnight Fund - Unclaimed IDCW Below three years;Regular Plan;Unclaimed IDCW Below three years;;;1282.2736;26-Sep-2026
150500;HSBC Overnight Fund - Unclaimed Redemption above three years;;;;;1000;26-Sep-2026
150502;HSBC Overnight Fund - Unclaimed Redemption Below three years;;;;;1282.2937;26-Sep-2026

JM Financial Mutual Fund
147838;JM Overnight Fund (Direct) - Daily IDCW;Direct Plan;Daily IDCW Option;;INF192K01LY2;1000;26-Sep-2026
147835;JM Overnight Fund (Direct) - Weekly IDCW;Direct Plan;Weekly IDCW Option;INF192K01LZ9;INF192K01MA0;1000.5496;26-Sep-2026
147839;JM Overnight Fund (Regular) - Daily IDCW;Regular Plan;Daily IDCW Option;;INF192K01LU0;1000;26-Sep-2026
147836;JM Overnight Fund (Regular) - Growth;Regular Plan;Growth Option;INF192K01LX4;;1391.5231;26-Sep-2026
147834;JM Overnight Fund (Regular) - Weekly IDCW;Regular Plan;Weekly IDCW Option;INF192K01LV8;INF192K01LW6;1000.5453;26-Sep-2026
147837;JM Overnight Fund - (Direct) - Growth;Direct Plan;Growth Option;INF192K01MB8;;1398.1565;26-Sep-2026
149828;JM Overnight Fund - (Direct) - Unclaimed IDCW - Growth Plan;Direct Plan;Unclaimed IDCW - Growth Plan;INF192K01MJ1;;1403.4577;26-Sep-2026
149827;JM Overnight Fund - (Direct) - Unclaimed IDCW I.E.F. - Growth Plan;Direct Plan;Unclaimed IDCW I.E.F - Growth Plan;INF192K01ML7;;1073.9936;26-Sep-2026
149829;JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan;Direct Plan;Unclaimed Redemption - Growth Plan;INF192K01MI3;;1398.1791;26-Sep-2026
149826;JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan;Direct Plan;Unclaimed Redemption I.E.F - Growth Plan;INF192K01MK9;;1073.9936;26-Sep-2026

Lakshya Mutual Fund
154736;LAKSHYA OVERNIGHT FUND-Direct;Direct Plan;GROWTH;INF2ZPR01014;;1001.1355;26-Sep-2026
154737;LAKSHYA OVERNIGHT FUND-Regular;Regular Plan;GROWTH;INF2ZPR01022;;1001.1258;26-Sep-2026

Monarch Mutual Fund
154705;Monarch Overnight Fund - Direct Plan - Monthly  IDCW;Direct Plan;Monthly IDCW;INF2ZSC01085;INF2ZSC01069;1000.1341;26-Sep-2026
154706;Monarch Overnight Fund- Direct Plan- Growth;Direct Plan;Growth;INF2ZSC01028;;1002.5283;26-Sep-2026
154711;Monarch Overnight Fund- Regular Plan Growth;Regular Plan;Growth;INF2ZSC01010;;1002.4992;26-Sep-2026
154710;Monarch Overnught Fund- Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF2ZSC01036;1000.0000;26-Sep-2026

NJ Mutual Fund
150369;NJ Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0J8L01081;;1277.5183;26-Sep-2026
150368;NJ Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF0J8L01073;;1272.2248;26-Sep-2026
152116;NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years;;Unclaimed Redemption Plan - Upto 3 Years;;;1109.7045;26-Sep-2026

Shriram Mutual Fund
154395;Shriram Overnight Fund- Direct Daily IDCW;Direct Plan;Daily IDCW;;INF680P01513;1000.0186;26-Sep-2026
154394;Shriram Overnight Fund- Direct Growth;Direct Plan;Growth;INF680P01497;;1274.9726;26-Sep-2026
154396;Shriram Overnight Fund- Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF680P01612;INF680P01638;1001.5008;26-Sep-2026
154398;Shriram Overnight Fund- Regular Daily IDCW;Regular Plan;Daily IDCW;;INF680P01521;1000.01;26-Sep-2026
154399;Shriram Overnight Fund- Regular Growth;Regular Plan;Growth;INF680P01505;;1270.7736;26-Sep-2026
154402;Shriram Overnight Fund- Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF680P01620;INF680P01646;1001.5223;26-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund )


ASK MUTUAL FUND
154591;ASK Liquid Fund Direct Daily IDCW;Direct Plan;Daily IDCW;;INF2XUU01039;1000.1123;26-Sep-2026
154589;ASK Liquid Fund Direct Growth;Direct Plan;Growth;INF2XUU01013;;1004.7501;26-Sep-2026
154592;ASK Liquid Fund Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF2XUU01112;INF2XUU01120;1004.6931;26-Sep-2026
154583;ASK Liquid Fund Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF2XUU01070;INF2XUU01088;1000.4559;26-Sep-2026
154586;ASK Liquid Fund Regular Daily IDCW;Regular Plan;Daily IDCW;;INF2XUU01047;1000.0828;26-Sep-2026
154581;ASK Liquid Fund Regular Growth;Regular Plan;Growth;INF2XUU01021;;1004.6396;26-Sep-2026
154590;ASK Liquid Fund Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF2XUU01096;INF2XUU01104;1004.5883;26-Sep-2026
154587;ASK Liquid Fund Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF2XUU01054;INF2XUU01062;1000.4436;26-Sep-2026

HSBC Mutual Fund
120038;HSBC Liquid Fund -  Growth Direct;Regular Plan;Direct;INF336L01CC8;;2836.1402;26-Sep-2026
120037;HSBC Liquid Fund - Direct Daily IDCW;Direct Plan;Daily IDCW;;INF336L01CB0;1001.6641;26-Sep-2026
120039;HSBC Liquid Fund - Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF336L01BZ1;INF336L01CA2;1038.061;26-Sep-2026
120040;HSBC Liquid Fund - Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF336L01LK2;INF336L01CD6;1195.4936;26-Sep-2026
118907;HSBC Liquid Fund - Growth;Regular Plan;Growth;INF336L01BL1;;4049.5578;26-Sep-2026
118906;HSBC Liquid Fund - IDCW;Regular Plan;IDCW;;INF336L01BK3;1019.3843;26-Sep-2026
118909;HSBC Liquid Fund - Institutional Daily IDCW;Regular Plan;Institutional Daily IDCW;;INF336L01BS6;1562.9552;26-Sep-2026
118901;HSBC Liquid Fund - Regular Daily IDCW;Regular Plan;Daily IDCW;;INF336L01BM9;1001.4617;26-Sep-2026
118902;HSBC Liquid Fund - Regular Growth;Regular Plan;Growth;INF336L01BN7;;2806.7271;26-Sep-2026
118903;HSBC Liquid Fund - Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF336L01BP2;INF336L01BO5;1002.468;26-Sep-2026
118904;HSBC Liquid Fund - Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF336L01LJ4;INF336L01BQ0;1107.7683;26-Sep-2026
118908;HSBC Liquid Fund - Weekly IDCW;Regular Plan;Weekly IDCW;;INF336L01BR8;1001.5781;26-Sep-2026

JM Financial Mutual Fund
120411;JM Liquid Fund (Direct) - Daily IDCW;Direct Plan;Daily IDCW Option;;INF192K01CH6;10.4302;26-Sep-2026
120406;JM Liquid Fund (Direct) - Growth Option;Direct Plan;Growth Option;INF192K01CM6;;77.6477;26-Sep-2026
120408;JM Liquid Fund (Direct) - Quarterly IDCW;Direct Plan;Quarterly IDCW Option;INF192K01CK0;INF192K01CL8;44.0838;26-Sep-2026
120407;JM Liquid Fund (Direct) - Weekly IDCW;Direct Plan;Weekly IDCW Option;INF192K01CI4;INF192K01CJ2;11.0099;26-Sep-2026
101549;JM Liquid Fund (Regular) - Bonus Option - Principal Units;Regular Plan;Bonus Option - Principal Units;INF192K01890;;24.5693;26-Sep-2026
101078;JM Liquid Fund (Regular) - Daily IDCW;Regular Plan;Daily IDCW Option;;INF192K01833;10.4302;26-Sep-2026
100244;JM Liquid Fund (Regular) - Quarterly IDCW;Regular Plan;Quarterly IDCW Option;INF192K01866;INF192K01874;43.4302;26-Sep-2026
100247;JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option;Regular Plan;Super Institutional Plan - Growth Option;INF192K01981;;44.1187;26-Sep-2026
100233;JM Liquid Fund (Regular) - Weekly IDCW;Regular Plan;Weekly IDCW Option;INF192K01841;INF192K01858;11.0073;26-Sep-2026
100234;JM Liquid Fund - Growth Option;Regular Plan;Growth Option;INF192K01882;;76.7305;26-Sep-2026
148414;JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan;Direct Plan;Unclaimed Application Refund Amount I.E.F - Growth Plan;;;41.4437;26-Sep-2026
148413;JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan;Direct Plan;Unclaimed Brokerage I.E.F - Growth Plan;;;41.4437;26-Sep-2026

Mahindra Manulife Mutual Fund
139535;Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF174V01051;1302.3790;26-Sep-2026
139536;Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;;INF174V01069;1003.3222;26-Sep-2026
139538;Mahindra Manulife Liquid Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01044;;1854.7379;26-Sep-2026
139534;Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF174V01028;1001.6922;26-Sep-2026
139537;Mahindra Manulife Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01010;;1832.5788;26-Sep-2026
139541;Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;;INF174V01036;1009.7384;26-Sep-2026

Shriram Mutual Fund
153035;Shriram Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth;INF680P01430;;1123.7984;26-Sep-2026
153036;Shriram Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth;INF680P01448;;1120.8659;26-Sep-2026
153282;Shriram Unclaimed IDCW Liquid Fund;Direct Plan;;;;1096.4599;26-Sep-2026
153283;Shriram Unclaimed IDCW Stable Scheme Liquid Fund;Direct Plan;;;;1000;26-Sep-2026
153280;Shriram Unclaimed Redemption Liquid Fund;Direct Plan;;;;1108.7199;26-Sep-2026
153281;Shriram Unclaimed Redemption Stable Scheme Liquid Fund;Direct Plan;;;;1000;26-Sep-2026

UTI Mutual Fund
134427;UTI Liquid Fund - Direct Plan - Annual IDCW;Direct Plan;Annual IDCW;INF789F1AE45;INF789F1AE52;205.2807;26-Sep-2026
120558;UTI Liquid Fund - Direct Plan - Daily IDCW (Reinvestment);Direct Plan;Daily IDCW (Reinvestment);;INF789F1AD38;106.5304;26-Sep-2026
141768;UTI Liquid Fund - Direct Plan - Flexi IDCW;Direct Plan;Flexi IDCW;INF789F1AE60;INF789F1AE78;169.0784;26-Sep-2026
140913;UTI Liquid Fund - Direct Plan - Fortnightly IDCW;Direct Plan;Fortnightly IDCW;INF789F1AD87;INF789F1AD95;115.746;26-Sep-2026
120304;UTI Liquid Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789F1AD46;;466.7728;26-Sep-2026
140504;UTI Liquid Fund - Direct Plan - Half-Yearly IDCW;Direct Plan;Half-Yearly IDCW;INF789F1AE29;INF789F1AE37;160.351;26-Sep-2026
120794;UTI Liquid Fund - Direct Plan - Monthly IDCW;Direct Plan;Monthly IDCW;INF789F1AD53;INF789F1AD61;104.7623;26-Sep-2026
140024;UTI Liquid Fund - Direct Plan - Quarterly IDCW;Direct Plan;Quarterly IDCW;INF789F1AE03;INF789F1AE11;193.8736;26-Sep-2026
120777;UTI Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;INF789F1AH75;INF789F1AD79;106.1545;26-Sep-2026
102008;UTI Liquid Fund - Discontinued - Regular Plan - Monthly Dividend Option;Regular Plan;Discontinued Monthly Dividend;INF789F1AG27;INF789F1AG35;106.7114;26-Sep-2026
102009;UTI Liquid Fund - Discontinued - Regular Plan -Growth;Regular Plan;Discontinued Growth;INF789F1AF44;;419.2556;26-Sep-2026
102007;UTI Liquid Fund - Discontinued -Regular Plan Periodic Dividend Option;Regular Plan;Discontinued Periodic Dividend;INF789F1AE86;INF789F1AE94;113.6;26-Sep-2026
133973;UTI Liquid Fund - Regular Plan - Annual IDCW;Regular Plan;Annual IDCW;INF789F1AD12;INF789F1AD20;203.7235;26-Sep-2026
102010;UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment);Regular Plan;Daily IDCW (Reinvestment);;INF789F1AF77;121.6192;26-Sep-2026
140517;UTI Liquid Fund - Regular Plan - Flexi IDCW;Regular Plan;Flexi IDCW;INF789F1AF02;INF789F1AF10;167.9045;26-Sep-2026
139838;UTI Liquid Fund - Regular Plan - Fortnightly IDCW;Regular Plan;Fortnightly IDCW;INF789F1AF28;INF789F1AF36;115.661;26-Sep-2026
102012;UTI Liquid Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F1AF85;;462.0201;26-Sep-2026
144475;UTI Liquid Fund - Regular Plan - Half-Yearly IDCW;Regular Plan;Half-Yearly IDCW;INF789F1AF51;INF789F1AF69;141.9248;26-Sep-2026
102011;UTI Liquid Fund - Regular Plan - Monthly IDCW;Regular Plan;Monthly IDCW;INF789F1AF93;INF789F1AG01;109.4412;26-Sep-2026
135721;UTI Liquid Fund - Regular Plan - Quarterly IDCW;Regular Plan;Quarterly IDCW;INF789F1AG43;INF789F1AG50;192.3603;26-Sep-2026
102013;UTI Liquid Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;INF789F1AH83;INF789F1AG19;105.385;26-Sep-2026

Open Ended Schemes ( Exchange Traded Funds (ETFs) - Debt ETF )


Shriram Mutual Fund
152741;Shriram Nifty 1D Rate Liquid ETF - Growth;Direct Plan;Growth;INF680P01422;;1122.9917;26-Sep-2026

UTI Mutual Fund
154466;UTI Nifty 1D Rate Liquid ETF - Growth;Direct Plan;Growth;INF789F1AG68;;1009.4941;26-Sep-2026
