Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
138297;PGIM India Liquid Fund - Direct Plan - Daily Dividend;Direct Plan;Direct IDCW;INF223J01NR7;;132.0046;05-Sep-2026
138299;PGIM India Liquid Fund - Direct Plan - Growth;Direct Plan;Direct Growth;INF223J01NS5;;370.397;05-Sep-2026
138298;PGIM India Liquid Fund - Direct Plan - Monthly Dividend;Direct Plan;Direct IDCW;INF223J01NT3;INF223J01NU1;115.8185;05-Sep-2026
138301;PGIM India Liquid Fund - Direct Plan - Weekly Dividend;Direct Plan;Direct IDCW;INF223J01NV9;INF223J01NW7;100.5188;05-Sep-2026
138288;PGIM India Liquid Fund - Growth;Regular Plan;Regular Growth;INF223J01BP6;;365.5573;05-Sep-2026
138287;PGIM India Liquid Fund - Monthly Dividend;Regular Plan;Regular IDCW;INF223J01BL5;;116.2256;05-Sep-2026
138289;PGIM India Liquid Fund - Weekly Dividend;Regular Plan;Regular IDCW;INF223J01BU6;;100.5185;05-Sep-2026

PPFAS Mutual Fund
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW;Direct Plan;Daily Reinvestment of IDCW;;INF879O01118;1000.9265;05-Sep-2026
143269;Parag Parikh Liquid Fund- Direct Plan- Growth;Direct Plan;Growth;INF879O01068;;1569.5142;05-Sep-2026
143262;Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW;Direct Plan;Monthly IDCW Payout;INF879O01076;INF879O01084;1004.3250;05-Sep-2026
143265;Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW;Direct Plan;Weekly Reinvestment of IDCW;;INF879O01134;1002.3228;05-Sep-2026
143264;Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW;Regular Plan;Daily Reinvestment of IDCW;;INF879O01126;1000.8528;05-Sep-2026
143260;Parag Parikh Liquid Fund- Regular Plan- Growth;Regular Plan;Growth;INF879O01035;;1556.4374;05-Sep-2026
143261;Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW;Regular Plan;Monthly IDCW Payout;INF879O01043;INF879O01050;1004.3119;05-Sep-2026
143266;Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW;Regular Plan;Weekly Reinvestment of IDCW;;INF879O01142;1002.3095;05-Sep-2026

Quantum Mutual Fund
103736;Quantum Liquid Fund - Direct Plan Daily IDCW;Direct Plan;Daily IDCW;;INF082J01135;10.0172;05-Sep-2026
103734;Quantum Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01127;;37.7097;05-Sep-2026
103735;Quantum Liquid Fund - Direct Plan Monthly IDCW;Direct Plan;Monthly IDCW;INF082J01143;INF082J01200;10.0390;05-Sep-2026
141065;Quantum Liquid Fund - Regular Plan Daily IDCW;Regular Plan;Daily IDCW;;INF082J01317;10.0002;05-Sep-2026
141066;Quantum Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01309;;37.3976;05-Sep-2026
141067;Quantum Liquid Fund - Regular Plan Monthly IDCW;Regular Plan;Monthly IDCW;INF082J01325;INF082J01333;10.0359;05-Sep-2026
152299;Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years;;;;;10.0000;05-Sep-2026
152298;Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years;;;;;11.8565;05-Sep-2026
152301;Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years;;;;;10.0000;05-Sep-2026
152300;Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years;;;;;11.3802;05-Sep-2026

Shriram Mutual Fund
153035;Shriram Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth;INF680P01430;;1120.7922;05-Sep-2026
153036;Shriram Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth;INF680P01448;;1117.9511;05-Sep-2026
153282;Shriram Unclaimed IDCW Liquid Fund;Direct Plan;;;;1093.4884;05-Sep-2026
153283;Shriram Unclaimed IDCW Stable Scheme Liquid Fund;Direct Plan;;;;1000;05-Sep-2026
153280;Shriram Unclaimed Redemption Liquid Fund;Direct Plan;;;;1105.7582;05-Sep-2026
153281;Shriram Unclaimed Redemption Stable Scheme Liquid Fund;Direct Plan;;;;1000;05-Sep-2026

Trust Mutual Fund
148842;TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal;Direct Plan;Daily Income Distribution cum Capital Withdrawal;;INF0GCD01263;1295.7561;05-Sep-2026
148841;TRUSTMF Liquid Fund-Direct Plan-Growth;Direct Plan;Growth;INF0GCD01255;;1373.8683;05-Sep-2026
148839;TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal;Direct Plan;Monthly Income Distribution cum Capital Withdrawal;INF0GCD01305;INF0GCD01297;1223.5989;05-Sep-2026
148837;TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal;Direct Plan;Weekly Income Distribution cum Capital Withdrawal;INF0GCD01271;INF0GCD01289;1251.2817;05-Sep-2026
148834;TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal;Regular Plan;Daily Income Distribution cum Capital Withdrawal;;INF0GCD01206;1222.7256;05-Sep-2026
148833;TRUSTMF Liquid Fund-Regular Plan-Growth;Regular Plan;Growth;INF0GCD01198;;1362.7372;05-Sep-2026
148843;TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal;Regular Plan;Monthly Income Distribution cum Capital Withdrawal;INF0GCD01248;INF0GCD01230;1213.6500;05-Sep-2026
148836;TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal;Regular Plan;Weekly Income Distribution cum Capital Withdrawal;INF0GCD01214;INF0GCD01222;1197.7371;05-Sep-2026

Open Ended Schemes ( Other Scheme - Other  ETFs )


Edelweiss Mutual Fund
153920;Edelweiss Nifty 1D Rate Liquid ETF - Growth;;;INF754K01VW2;;1046.4724;05-Sep-2026

Shriram Mutual Fund
152741;Shriram Nifty 1D Rate Liquid ETF - Growth;Direct Plan;Growth;INF680P01422;;1120.1834;05-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Overnight Fund )


Canara Robeco Mutual Fund
147532;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);Direct Plan;DAILY IDCW (Reinvestment);;INF760K01JN3;1001.0012;05-Sep-2026
147531;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01JM5;;1421.2459;05-Sep-2026
147533;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment);Regular Plan;DAILY IDCW (Reinvestment);;INF760K01JP8;1001.0000;05-Sep-2026
147534;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01JO1;;1419.6047;05-Sep-2026

Choice Mutual Fund
154416;Choice Overnight Fund - Daily IDCW Option - Direct Plan;Direct Plan;Daily IDCW;;INF2KCX01061;100.1000;05-Sep-2026
154414;Choice Overnight Fund - Daily IDCW Option - Regular Plan;Regular Plan;Daily IDCW;;INF2KCX01079;100.1000;05-Sep-2026
154413;Choice Overnight Fund - Growth Option - Direct Plan;Direct Plan;Growth;INF2KCX01087;;100.8804;05-Sep-2026
154415;Choice Overnight Fund - Growth Option - Regular Plan;Regular Plan;Growth;INF2KCX01095;;100.8617;05-Sep-2026
154624;Choice Overnight Fund -Direct -Unclaimed Less than 3 years Redemption Plan;Direct Plan;Unclaimed Less than 3 years Redemption;;;100.3273;05-Sep-2026

Helios Mutual Fund
152151;Helios Overnight Fund - Direct Plan - Daily IDCW Option;Direct Plan;Daily IDCW;INF0R8701087;;1000.1157;05-Sep-2026
152152;Helios Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0R8701079;;1180.3590;05-Sep-2026
152154;Helios Overnight Fund - Regular Plan - Daily IDCW Option;Regular Plan;Daily IDCW;INF0R8701103;;1000.1145;05-Sep-2026
152153;Helios Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0R8701095;;1178.6841;05-Sep-2026

JM Financial Mutual Fund
147838;JM Overnight Fund (Direct) - Daily IDCW;Direct Plan;Daily IDCW Option;;INF192K01LY2;1000;05-Sep-2026
147835;JM Overnight Fund (Direct) - Weekly IDCW;Direct Plan;Weekly IDCW Option;INF192K01LZ9;INF192K01MA0;1000.4653;05-Sep-2026
147839;JM Overnight Fund (Regular) - Daily IDCW;Regular Plan;Daily IDCW Option;;INF192K01LU0;1000;05-Sep-2026
147836;JM Overnight Fund (Regular) - Growth;Regular Plan;Growth Option;INF192K01LX4;;1387.8332;05-Sep-2026
147834;JM Overnight Fund (Regular) - Weekly IDCW;Regular Plan;Weekly IDCW Option;INF192K01LV8;INF192K01LW6;1000.4623;05-Sep-2026
147837;JM Overnight Fund - (Direct) - Growth;Direct Plan;Growth Option;INF192K01MB8;;1394.3932;05-Sep-2026
149828;JM Overnight Fund - (Direct) - Unclaimed IDCW - Growth Plan;Direct Plan;Unclaimed IDCW - Growth Plan;INF192K01MJ1;;1399.5358;05-Sep-2026
149827;JM Overnight Fund - (Direct) - Unclaimed IDCW I.E.F. - Growth Plan;Direct Plan;Unclaimed IDCW I.E.F - Growth Plan;INF192K01ML7;;1073.9936;05-Sep-2026
149829;JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan;Direct Plan;Unclaimed Redemption - Growth Plan;INF192K01MI3;;1394.4158;05-Sep-2026
149826;JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan;Direct Plan;Unclaimed Redemption I.E.F - Growth Plan;INF192K01MK9;;1073.9936;05-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund )


ASK MUTUAL FUND
154591;ASK Liquid Fund Direct Daily IDCW;Direct Plan;Daily IDCW;;INF2XUU01039;1000.1314;05-Sep-2026
154589;ASK Liquid Fund Direct Growth;Direct Plan;Growth;INF2XUU01013;;1002.1815;05-Sep-2026
154592;ASK Liquid Fund Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF2XUU01112;INF2XUU01120;1002.1313;05-Sep-2026
154583;ASK Liquid Fund Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF2XUU01070;INF2XUU01088;1002.1331;05-Sep-2026
154586;ASK Liquid Fund Regular Daily IDCW;Regular Plan;Daily IDCW;;INF2XUU01047;1000.1515;05-Sep-2026
154581;ASK Liquid Fund Regular Growth;Regular Plan;Growth;INF2XUU01021;;1002.1596;05-Sep-2026
154590;ASK Liquid Fund Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF2XUU01096;INF2XUU01104;1002.1077;05-Sep-2026
154587;ASK Liquid Fund Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF2XUU01054;INF2XUU01062;1002.1200;05-Sep-2026

Canara Robeco Mutual Fund
118307;CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);Direct Plan;DAILY IDCW (Reinvestment);;INF760K01FS0;1005.5000;05-Sep-2026
118305;CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01FU6;;3401.9637;05-Sep-2026
118304;CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01FT8;;2264.3113;05-Sep-2026
118306;CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment);Direct Plan;MONTHLY IDCW (Payout/Reinvestment);INF760K01FV4;INF760K01FW2;1002.7301;05-Sep-2026
